idspecies,id_sp_region,current_distribution,sourceid
53368,116077,"Dniepr reservoirs, Crimea;Dniepr reservoirs, Crimea; ",""
53690,116078,"Dniepr reservoirs, Crimea;Dniepr reservoirs, Crimea; ",""
53345,116079,"Dniepr reservoirs, Crimea;Dniepr reservoirs, Crimea; ",""
53691,116080,"Dniepr reservoirs, Crimea;Dniepr reservoirs, Crimea; ",""
105314,1000674,Austria,""
105315,1000675,"7 federal states (W, N, O, St, K, T, V)",""
105331,1000679,"6 federal states (B, W, N, St, K, S)",""
105335,1000680,1 federal states (W),""
105359,1000688,Austria,""
105361,1000690,"4 federal states (W, O, St, T)",""
105366,1000691,"2 federal states (W,T)",""
105367,1000692,"4 federal states (W, K, V, T)",""
105373,1000694,all federal states,""
105376,1000696,"3 federal states (W,St (Graz), T (Innsbruck))",""
105378,1000697,"4 federal states (W,St, K, T)",""
105386,1000700,"6 federal states (B, W, N, O, St, T)",""
105387,1000701,"5 federal states (W, K, O, S, T)",""
105388,1000702,"5 federal states (W, K, O, S, T)",""
105389,1000703,"2 federal states (W,T)",""
105391,1000705,all federal states,""
105392,1000706,"8 federal states (B, W, N, O, St, K, S, T)",""
105397,1000707,"3 federal states (W, St (Graz, Seibuttendrof bei Wildon), T (Innsbruck))",""
105398,1000708,Innsbruck,""
105401,1000710,1 federal states (T (Innsbruck)),""
105332,1000726,Belgium,""
105337,1000729,Belgium,""
105340,1000731,Belgium,""
105342,1000733,Belgium,""
105349,1000734,Belgium,""
105358,1000737,Belgium,""
105370,1000743,Belgium,""
105385,1000749,Belgium,""
105397,1000757,Belgium,""
105315,1000850,Denmark  5 out of 11 Danish districts,""
105317,1000851,Denmark 9 out of 11 Danish districts,""
105318,1000852,Denmark in 10 out of 11 Danish districts,""
105335,1000854,Denmark,""
105342,1000855,Denmark,""
105349,1000857,Denmark,""
105356,1000859,Denmark 9 out of 11 Danish districts,""
105365,1000860,Denmark 8 out of 11 Danish districts,""
105367,1000861,Denmark  4 out of 11 Danish districts,""
105373,1000862,Denmark 10 out of 11 Danish districts,""
105375,1000863,Denmark 4 out of 11 Danish districts,""
105376,1000864,Denmark  3 out of 11 Danish districts,""
105378,1000865,Denmark 3 out of 11 Danish districts,""
105382,1000867,Denmark 3 out of 11 Danish districts,""
105387,1000868,Denmark,""
105390,1000869,Denmark 2 out of 11 Danish districts,""
105391,1000870,Denmark 10 out of 11 Danish districts,""
105392,1000871,Denmark 9 out of 11 Danish districts,""
105397,1000872,Denmark 4 out of 11 Danish districts,""
105367,1001119,Northern Ireland,""
105315,1001666,"United Kingdom, Wales, Scotland, England",""
105316,1001667,"England, United Kingdom",""
105327,1001674,United Kingdom,""
105365,1001690,"United Kingdom, Wales, Scotland, England",""
105367,1001692,"United Kingdom, Wales, Scotland, England",""
105373,1001693,"England, Scotland",""
105376,1001695,"United Kingdom, Wales, Scotland, England",""
105378,1001696,"United Kingdom, Wales, England",""
105388,1001699,"England, United Kingdom",""
105397,1001706,"England, United Kingdom",""
50527,1030613,"Baltic sea, Riga gulf, Gulf of Finland",""
53194,1030614,UnknownUnknown,""
100013,1030615,UnknownUnknown,""
53196,1030616,UnknownUnknown,""
50118,1030617,UnknownUnknown,""
50128,1030618,"Baltic coast, Riga gulf, Gulf of Finland",""
100155,1030619,"VÃ¤inameri Archipelago, Riga gulf",""
53258,1030620,"Baltic coast, Riga gulf, Gulf of Finland",""
50150,1030622,"Baltic coast, Riga gulf, Gulf of Finland",""
50162,1030624,"ponds, lakesRiga gulf, VÃ¤inameri Archipelago",""
50169,1030625,"lakes, rivers countrywide",""
1052,1030626,"lakes, rivers, ponds countrywide",""
50176,1030627,"Baltic coast, Riga gulf, Gulf of Finland",""
100384,1030628,Lake Peipsi basin,""
100446,1030629,UnknownUnknown,""
50293,1030630,UnknownUnknown,""
100479,1030631,Narva river,""
53374,1030632,VÃ¤inameri,""
53375,1030633,"Baltic coast, Riga gulf, Gulf of Finland",""
50223,1030634,"Baltic coast, Riga gulf, Gulf of Finland",""
50303,1030635,"PÃ¤rnu bay, Riga Gulf",""
53689,1030638,UnknownUnknown,""
53448,1030639,River deltas and port areas,""
100784,1030640,UnknownUnknown,""
100787,1030641,UnknownUnknown,""
50256,1030642,"Rivers: Narva, PÃ¤rnuLakes: Peipsi, VÃµrtsjÃ¤rv",""
53457,1030644,UnknownUnknown,""
100850,1030645,riversBaltic coast,""
100967,1030646,"Rivers: Narva, PÃ¤rnu",""
50527,1030647,Baltic Sea,""
50128,1030653,"Baltic coast, Riga gulf",""
53258,1030655,"Baltic coast, Riga gulf",""
50150,1030656,"Baltic coast, Riga gulf",""
50176,1030667,"Coastal lakes LiepÃ¢jas, KÃ®Å¡ezersBaltic Sea",""
53375,1030671,"Baltic coast, Riga gulf",""
50223,1030675,"Baltic coast, Riga gulf",""
53415,1030683,Lakes countrywide,""
53448,1030685,"Riga gulf, riparian deltas and estuaries",""
50527,1030692,"Baltic sea, Curronian lagoon",""
53196,1030693,Unknown,""
608,1030694,Countrywide,""
50118,1030695,"Curronian lagoon, Baltic coast",""
50293,1030696,Kietaviskiu aquacultural ponds,""
50128,1030697,Baltic coast,""
100155,1030698,"Ponds, lakes countrywide",""
53258,1030700,"Baltic coast, Curronian lagoon",""
53701,1030701,"Kauno reservoir, Curronian lagoon, Antaliept?s reservoir, Elektr?n? reservoir, large lakes",""
53699,1030702,"Kauno reservoir, Curronian lagoon, Antaliept?s reservoir, Elektr?n? reservoir, large lakes",""
53261,1030703,Unknown,""
50150,1030704,"Curronian lagoon, Baltic coast",""
53285,1030707,Aquacultural ponds and lakes,""
50291,1030708,Curronian lagoon,""
53289,1030709,Unknown,""
50296,1030710,Elektr?n? reservoir,""
50162,1030711,"Ponds, lakes countrywide",""
50169,1030712,"Major lakes, dams and rivers, Curronian lagoon",""
1052,1030713,Countrywide,""
54465,1030714,Countrywide,""
50176,1030715,"Baltic coast, Curronian lagoon",""
50182,1030716,Curronian lagoon,""
53345,1030717,"Kauno reservoir, Curronian lagoon, Antaliept?s reservoir, Elektr?n? reservoir, large lakes",""
50297,1030718,Baltic coast,""
50298,1030719,"Elektr?n? reservoir, lakes, ponds",""
50300,1030720,"Elektr?n? reservoir, lakes, ponds",""
53757,1030721,Unknown,""
53758,1030722,Unknown,""
53759,1030723,Unknown,""
17367,1030724,Countrywide,""
53368,1030725,"Kauno reservoir, Curronian lagoon, Antaliept?s reservoir, Elektr?n? reservoir, large lakes",""
53375,1030726,"Curronian lagoon, Baltic coast",""
50223,1030728,Baltic coast,""
50301,1030729,Nev?Å¾is,""
50303,1030730,Baltic coast,""
53401,1030731,"Kauno reservoir, Curronian lagoon, Antaliept?s reservoir, Elektr?n? reservoir, large lakes",""
50292,1030734,"Lakes, ponds countrywide",""
53415,1030735,"Lakes, ponds countrywide",""
53689,1030736,"Kauno reservoir, Curronian lagoon, Antaliept?s reservoir, Elektr?n? reservoir, large lakes",""
100707,1030737,"Ponds, small lakes, bogs near Panevezis and Vilnius",""
100770,1030738,Unknown,""
53444,1030739,"Kauno reservoir, Curronian lagoon, Antaliept?s reservoir, Elektr?n? reservoir, large lakes",""
53448,1030740,Curronian lagoon,""
50542,1030742,"Baltic coast, Curronian lagoon",""
53469,1030743,"Vok?, Str?va, Verkn?, Bezdon?, Vilnel? rivers, ponds",""
5067,1030744,Countrywide,""
100139,1030905,Baltic Sea,""
100250,1030907,Baltic Sea,""
100384,1030912,Baltic Sea,""
53689,1030924,"Baltic Sea, Curonian lagoon",""
53368,1030926,"Baltic Sea, Curonian lagoon",""
53345,1030927,"Baltic Sea, Curonian lagoon",""
100927,1030978,"Don River, Volga River",""
50303,1030980,Volga RiverBaltic Sea,""
100013,1030997,Lake Kinneret,""
100055,1030998,"Lake Kinneret, Jordan Basin",""
50293,1030999,"Lake Kinneret, reservoirs",""
100155,1031000,Lake Kinneret,""
100198,1031001,Lake Kinneret,""
50296,1031003,"Lake Kinneret, reservoirs",""
50162,1031004,"Lake Kinneret, Jordan Basin, coastal plain, reservoirs",""
100302,1031005,Lake Kinneret,""
100374,1031006,most inland waters,""
50298,1031007,"Lake Kinneret, Tzalmon Reservoir,",""
100529,1031009,Lake Kinneret,""
100530,1031010,Lake Kinneret,""
100532,1031011,Lake Kinneret,""
100533,1031012,Lake Kinneret,""
100590,1031015,Lake Kinneret,""
50233,1031017,"Upper Jordan Basin, Lake Kinneret",""
101089,1031018,Jordan Basin,""
100759,1031022,"Assi River, springs S. Dead Sea,",""
100990,1031025,"Coastal Plain, Jordan Basin",""
50170,1031028,RadbuzaJizeraSvratkaDyjeLuÅ¾niceNovÃ¡ ?ekaTrnÃ¡vka (tributary od D?evnice),""
53281,1031035,Elbe (Labe),""
50176,1031041,Elbe (Labe),""
53301,1031049,Elbe (Labe),""
100288,1031051,"N, S, T, V",""
100321,1031052,W,""
100726,1031053,N,""
100356,1031055,N,""
100565,1031057,N,""
53227,1031058,O,""
53368,1031059,"B, W, N, O",""
53345,1031060,"W, N?, O?",""
53693,1031061,"W, N",""
53715,1031062,"B, N, St, K",""
50144,1031063,"B, W, N, O",""
53304,1031064,"B, W, N, O",""
53305,1031065,O,""
100305,1031066,"W, N, O",""
53300,1031067,"W, N, O",""
53301,1031068,"W, N, O",""
53402,1031069,"W, N, O",""
100622,1031070,"B, W, N",""
53415,1031072,all federal provinces,""
50292,1031073,"W, N, O, K, S",""
50176,1031074,"W?, N",""
53353,1031075,"W, N, O",""
53289,1031076,"W, N, O, St, K",""
50150,1031077,"W?, N?, O",""
50170,1031078,"W?, N?, O",""
53295,1031079,"W?, N?, O",""
53508,1031080,N,""
53348,1031081,"W, N, O",""
53232,1031083,K,""
53244,1031085,"W, N, K",""
50259,1031086,"B, O",""
50258,1031087,B,""
100282,1031089,B,""
100405,1031090,V,""
100121,1031091,"B, St",""
100122,1031092,"O, St?",""
100489,1031093,O,""
50118,1031094,"B, W, O, S",""
100769,1031095,"O, K",""
50565,1031096,K,""
50233,1031097,all federal provinces,""
53467,1031098,K,""
53469,1031099,all federal provinces (except Vienna),""
53470,1031100,"V, K, O/S",""
100108,1031101,K,""
100155,1031102,all federal provinces,""
50296,1031103,all federal provinces,""
50298,1031104,all federal provinces,""
50293,1031105,"B, W, N, O, St",""
50301,1031106,N,""
50307,1031107,all federal provinces (except Tyrol),""
53214,1031108,"B, N, St, K, V",""
50117,1031109,N,""
100378,1031110,all federal provinces,""
50260,1031111,"N?, S",""
53364,1031112,all federal provinces (except S?),""
53387,1031113,"S, K",""
53388,1031114,K,""
100420,1031115,K,""
100421,1031116,K,""
53439,1031117,K,""
100991,1031118,K,""
100990,1031119,K,""
53398,1031120,"N, W",""
50303,1031121,"N, W",""
50302,1031122,"N, W",""
50015,1031123,all federal provinces?,""
100962,1031124,all federal provinces,""
50009,1031125,"N, St",""
53736,1031126,N,""
53281,1031127,N,""
50169,1031128,all federal provinces (except Tyrol),""
53722,1031129,N,""
100774,1031130,"W, K",""
100559,1031131,"W, N, K",""
53448,1031132,all federal provinces,""
101293,1031133,"N, K",""
53429,1031134,"W, N, O, K, S",""
100361,1031135,"B, W, N, O, K, S",""
100403,1031136,N,""
53335,1031137,"W, K, S",""
53434,1031138,"N, K, S, V",""
1052,1032159,widespread,""
100862,1032526,Unknown,""
100699,1032527,Unknown,""
100425,1032528,Unknown,""
53253,1032529,Unknown,""
100208,1032530,Unknown,""
1121,1032531,"Ionian,  Adriatic coasts of albania",""
100503,1032546,Unknown,""
100901,1032547,Unknown,""
100878,1032548,Unknown,""
100679,1032549,Unknown,""
100560,1032550,Unknown,""
100128,1032551,Unknown,""
53432,1032552,Unknown,""
50156,1032553,Widely established in North Adriatic,""
100872,1032554,Unknown,""
101294,1032555,Unknown,""
100423,1032556,Unknown,""
53230,1032557,Unknown,""
50515,1032558,Unknown,""
50124,1032559,Unknown,""
53253,1032560,Unknown,""
100166,1032561,Unknown,""
100351,1032562,Unknown,""
100570,1032563,Unknown,""
100059,1032737,Port Said,""
100020,1032800,Esterel,""
105391,1001125,Ireland,""
105317,1001668,"United Kingdom, Wales, Scotland, England",""
105356,1001686,"United Kingdom, Wales, Scotland, England",""
105361,1001687,United Kingdom,""
105375,1001694,"United Kingdom, Wales, Scotland, England",""
105382,1001697,Scotland,""
105390,1001700,"United Kingdom, Wales, Scotland, England",""
105391,1001701,"United Kingdom, Wales, Scotland, England",""
105400,1001707,England,""
50498,1030643,"Baltic coast, Riga gulf, Gulf of Finland",""
50498,1030686,"Baltic coast, Riga gulf",""
50498,1030741,"Baltic coast, Curronian lagoon",""
53692,116081,Dniepr reservoirs;Dniepr reservoirs; ,""
53693,116082,Dnieper reservoirs;Dnieper reservoirs; ,""
53694,116083,Dnieper reservoirs;Dnieper reservoirs; ,""
53695,116084,Dniepr reservoirs;Dniepr reservoirs; ,""
53696,116085,Ingulets Canal;Ingulets Canal; ,""
53697,116086,Dnieper reservoirs;Dnieper reservoirs; ,""
50291,116087,Dniepr reservoirs;Dniepr reservoirs; ,""
53444,116088,Dniepr River;Dniepr River; ,""
53402,116089,Dniepr River;Dniepr River; ,""
53698,116090,Dniepr River;Dniepr River; ,""
53699,116091,Dnieper reservoirs;Dnieper reservoirs; ,""
53301,116092,"Dniepr reservoirs, Crimea;Dniepr reservoirs, Crimea; ",""
53701,116093,Dnieper reservoirs;Dnieper reservoirs; ,""
53300,116094,"Dniepr reservoirs, Crimea;Dniepr reservoirs, Crimea; ",""
53401,116095,"Dniepr reservoirs, Crimea;Dniepr reservoirs, Crimea; ",""
53703,116096,"Dniepr reservoirs, Crimea;Dniepr reservoirs, Crimea; ",""
53704,116097,Dnieper reservoirs;Dnieper reservoirs; ,""
53705,116098,Dniepr reservoirs;Dniepr reservoirs; ,""
53286,116099,Dniepr reservoirs;Dniepr reservoirs; ,""
53706,116100,Dniepr reservoirs;Dniepr reservoirs; ,""
53707,116101,Dniepr reservoirs;Dniepr reservoirs; ,""
53708,116102,Ingulets River basin;Ingulets River basin; ,""
53709,116103,Ingulets River basin;Ingulets River basin; ,""
53710,116104,Ingulets River basin;Dniepr reservoirs; ,""
53711,116105,Severskij Donets-Donbass Canal;Dniepr reservoirs; ,""
53712,116106,Dnieper reservoirs;Dnieper reservoirs; ,""
53713,116107,Dniepr reservoirs;Dniepr reservoirs; ,""
53714,116108,Dnieper reservoirs;Dnieper reservoirs; ,""
53305,116109,Dniepr reservoirs;Dniepr reservoirs; ,""
53715,116110,Dniepr River;Dniepr River; ,""
53716,116111,Kilchen River;Kilchen River; ,""
50542,116112,Black Sea: coastal waters;Black Sea: coastal waters; ,""
53717,116113,Khadzhibeysky liman;Khadzhibeysky liman; ,""
53225,116114,Shatsky Lakes;Shatsky Lakes; ,""
50531,116115,Kerch Strait;Kerch Strait; ,""
50215,116116,"Ukrainian coastal water bodies, ponds;Ponds bodies, ponds;Ukrainian coastal waterbodies; ",""
53719,116117,Azov Sea; Kuchurgansky Liman;Kuchurgansky Liman;Azov Sea; ,""
50176,116118,"Black Sea; Dniestr, Dniepr, and Danube basins, Molochnyj Liman;Dniestr, Dniepr, and Danube basins, Molochnyj Liman;Black Sea; ",""
53720,116119,"Dniestr, Dniepr, Crimea;Dniestr, Dniepr, Crimea; ",""
50284,116120,Crimea;Crimea; ,""
53721,116121,"Basins of the Dniestr, Dniepr, Danube, small streams;Basins of the Dniestr, Dniepr, Danube, small streams; ",""
50553,116122,Black Sea;Black Sea; ,""
53722,116123,Crimea;Crimea; ,""
50287,116124,Crimea;Crimea; ,""
53723,116125,Black Sea;Black Sea; ,""
53279,116126,"Black Sea, Azov Sea;Black Sea, Azov Sea; ",""
53724,116127,Artificial reservoirs of the S Ukraine;Artificial reservoirs of the S Ukraine; ,""
53725,116128,Crimea: Kamyshovaya Bay;Crimea: Kamyshovaya Bay; ,""
53726,116129,Crimea;Crimea; ,""
100559,116130,Water reservoir-cooler of Yuznoukrainskaya nuclear heating plant;Water reservoir-cooler of Yuznoukrainskaya nuclear heating plant; ,""
53728,116131,Artificial reservoirs of the South Ukraine;Artificial reservoirs of the South Ukraine; ,""
53729,116132,NW Black Sea;NW Black Sea; ,""
53429,116133,Southern Ukraine;Southern Ukraine; ,""
50276,116134,"Black Sea, Azov Sea;Black Sea, Azov Sea; ",""
50156,116135,Black Sea;Black Sea; ,""
53730,116136,"Dniepr reservoirs, Dniestr;Dniepr reservoirs, Dniestr; ",""
53731,116137,"Dnieper reservoirs, Crimea;Dnieper reservoirs, Crimea; ",""
53732,116138,Crimea;Crimea; ,""
53733,116139,Crimea;Crimea; ,""
53734,116140,Dnieper reservoirs;Dnieper reservoirs; ,""
50223,116141,"Black Sea, Azov Sea;Black Sea, Azov Sea; ",""
53735,116142,"Black Sea, Azov Sea;Black Sea, Azov Sea; ",""
53281,116143,Danube Delta;Danube Delta; ,""
53736,116144,"Danube Delta, Kotovsk Reservoir;Danube Delta, Kotovsk Reservoir; ",""
50550,116145,Dniestr Liman;Dniestr Liman; ,""
53280,116146,Danube Delta;Danube Delta; ,""
53738,116147,Odessa Bay;Odessa Bay; ,""
53739,116148,Odessa Bay;Odessa Bay; ,""
53740,116149,Taganrog Bay;Taganrog Bay; ,""
53508,116150,"Danube and Dniester basins, Sukhoj Liman;Danube and Dniester basins, Sukhoj Liman; ",""
53249,116151,Large rivers;Large rivers; ,""
53388,116152,Waters bodies of Kyiv region and Shacki lakes;Waters bodies of Kyiv region and Shacki lakes; ,""
50299,116153,"Volynsk lakes on northwest of Ukraine, flood-lands of lake in the catchments of the rivers Tisza, Latorica and Borjava in basin of Danube;Volynsk lakes on northwest of Ukraine, flood-lands of lake in the catchments of the rivers Tisza, Latorica and Borjava in basin of Danube; ",""
50300,116154,Water reservoir-cooler of Ukrainian Power Station;Water reservoir-cooler of Ukrainian Power Station; ,""
100707,116156,"Dniepr Basin, Northern Ukraine;Dniepr Basin, Northern Ukraine; ",""
53742,116157,Dniepr River;Dniepr River; ,""
53743,116158,Dniepr reservoirs;Dniepr reservoirs; ,""
53364,116159,"Black Sea, Danube and Dniepr basins, Crimea;Danube and Dniepr basins, Crimea;Black Sea; ",""
53744,116160,Crimea;Crimea; ,""
53745,116161,Experimental ponds of Ukraine;Experimental ponds of Ukraine; ,""
53746,116162,Crimea;Crimea; ,""
53747,116163,Azov Sea;Azov Sea; ,""
50293,116164,Dnieper river basin;Dnieper river basin; ,""
50298,116165,Inner water bodies of Ukraine;Inner water bodies of Ukraine; ,""
53284,116166,Crimea;Crimea; ,""
53285,116167,Crimea;Crimea; ,""
50296,116168,Inner water bodies of Ukraine;Inner water bodies of Ukraine; ,""
53748,116169,Tereblia-Rikskoye Reservoir;Tereblia-Rikskoye Reservoir; ,""
53749,116170,Crimea;Crimea; ,""
53750,116171,NW Black Sea and Azov Sea coastal water bodies;NW Black Sea and Azov Sea coastal water bodies; ,""
53751,116172,NW Black Sea and Azov Sea coastal water bodies;NW Black Sea and Azov Sea coastal water bodies; ,""
53752,116173,Crimea: Chiornaya River;Crimea: Chiornaya River; ,""
50301,116175,Experimental ponds of Ukraine;Experimental ponds of Ukraine; ,""
53753,116176,NW Black Sea and Azov Sea coastal water bodies;NW Black Sea and Azov Sea coastal water bodies; ,""
50307,116177,"Dniestr, Danube, and Dniepr basins, Crimea water bodies; Azov Sea;Dniestr, Danube, and Dniepr basins, Crimea water bodies;Azov Sea; ",""
53754,116178,Zaporozhie reservoir;Zaporozhie reservoir; ,""
53391,116180,Dniester and Dnieper-Bug liman;Dniester and Dnieper-Bug liman; ,""
53755,116181,Dnieper river basin;Dnieper river basin; ,""
53410,116182,Dnieper river basin;Dnieper river basin; ,""
53535,116183,Dnieper river basin;Dnieper river basin; ,""
100531,116184,NW Black Sea and Azov Sea coastal water bodies;NW Black Sea and Azov Sea coastal water bodies; ,""
53757,116185,Water reservoir-cooler of Ukrainian Power Station;Water reservoir-cooler of Ukrainian Power Station; ,""
53758,116186,Water reservoir-cooler of Ukrainian Power Station;Water reservoir-cooler of Ukrainian Power Station; ,""
53759,116187,Water reservoir-cooler of Ukrainian Power Station;Water reservoir-cooler of Ukrainian Power Station; ,""
53760,116188,Crimean coastal water in Balaklava and Sevastopol Bays; NWBS: Dnieper-Bug liman;Dnieper-Bug liman;Crimean coastal water in Balaklava and Sevastopol Bays; ,""
53761,116189,Crimea: Cape Aya area;Crimea: Cape Aya area; ,""
53762,116190,Crimean coastal water in Balaklava Bay and near Cape Aya;Crimean coastal water in Balaklava Bay and near Cape Aya; ,""
53763,116191,Crimea: Balaklava Bay;Crimea: Balaklava Bay; ,""
53764,116192,Crimea coastal zone;Crimea coastal zone; ,""
53765,116193,Crimea: Balaklava Bay;Crimea: Balaklava Bay; ,""
53766,116194,Crimea: Balaklava Bay;Crimea: Balaklava Bay; ,""
100574,1032848,"Nice port, Cannes",""
50515,1032849,Berre Lagoon,""
53486,1032851,"French coast, Corsica",""
50521,1032853,Marseille area,""
101220,1032856,"Marseille, Var",""
100920,1032894,Kalamata,""
50159,1032895,Thessaloniki Bay,""
53432,1032907,Saronikos Gulf,""
53253,1032927,"Ionian, Aegean, Crete",""
100988,1032939,"Aegean Sea, Milos I.",""
50180,1032942,"Nestos, Ebros deltas",""
50516,1032944,"Strymonikos Gulf, Kavala Gulf, Thasos I., Evoikos Gulf",""
100160,1032949,"Thira I., Aegean",""
53390,1032950,"Aegean Sea, Lesbos, Limnos, Alonissos, Skyros.",""
100543,1033158,"Tel Aviv, Ashquelon",""
100006,1033166,Along the coast,""
100220,1033172,Along the coast,""
100858,1033178,Along the coast,""
50180,1033184,"Coastal estuaries, lagoons",""
100455,1033189,Along the coast,""
100939,1033202,Shavei Zion,""
100081,1033203,Northern coast,""
100837,1033208,Entire coast,""
100435,1033212,Along coast,""
100181,1033225,Naples and Sicily,""
50553,1033231,"Adriatic, Tyrrhenian, Elba I., Sardinia",""
100138,1033234,"Adriatic, Ionian, Sicily",""
100560,1033238,"Ionian Sea, Sicily",""
100072,1033239,"Catania, Sicily",""
100930,1033240,"Catania, Sicily",""
53735,1033244,Adriatic,""
100596,1033245,"Venice lagoon, Sardinia, Po delta",""
53515,1033246,Northern Adriatic,""
100128,1033247,"Sicily and Calabria, Gulf of Catanzaro",""
50156,1033248,"Ligurian, Tyrrhenian, Adriatic",""
100734,1033250,Calabria,""
53432,1033251,"Sicily, Gulf of Trieste",""
50554,1033254,"Adriatic lagoons, Lazio, Sardinia",""
50215,1033257,SE Italian coast,""
50527,1033272,"Ligurian, Tyrrhenian,",""
100685,1033275,"Caprolace lake, Latium and Mar Piccolo, Taranto and Augusta harbour, Sicily",""
50528,1033278,Venice Lagoon,""
100059,1033279,Civitavecchia port,""
100020,1033280,"Tyrrhenian coast, Tuscan Is., Ustica I.,",""
50485,1033281,"Ionian coast, sicily",""
53253,1033288,"Adriatic, Ionian, Tyrrhenian",""
1121,1033297,"Vulcano I., Tyrrhenian",""
100535,1033303,Corsica and Sardinia and Sicily,""
50506,1033312,Mar Piccolo,""
100988,1033313,"Tyrrhenian coast, Tuscan Arch., Sardinia, Ustica I., Pantelleria I., Lampedusa I., Palinuro",""
101219,1033317,"Adriatic , Tyrrhenian, Ionian",""
100134,1033319,"Tyrrhenian Sea, Gulf of Taranto",""
50180,1033320,"Tyrrhenian, Adriatic brackish lagoons",""
50515,1033321,Ports of Italian peninsula,""
100450,1033322,Ports of Italian peninsula,""
50516,1033323,Ports of Italian peninsula,""
53486,1033324,"Liguria, Elba I., Sardinia, Salerno",""
100537,1033325,Salerno Port,""
50567,1033329,Grado  lagoon,""
100574,1033330,"Tyrrhenian, Ionian ports",""
100754,1033388,Raoucheh,""
100468,1033390,"Beirut, Selaata, el Heri, Tripoli",""
100368,1033506,Along the entire coast,""
50215,1033526,Mar Menor,""
50124,1033537,"SE Spain, Chafarinas Is.",""
53486,1033555,Alboan to Costa Blanca,""
100635,1033558,"Algeciras to Blanes, Catalonia",""
100351,1033559,btw Balearic Is. & Sardinia,""
100373,1033599,btw Banias & Ras Ibn Hani,""
100425,1033608,"Cape Bon, Gulf of Gabes",""
100913,1033615,Gulf of Gabes,""
100979,1033616,Gulf of Gabes,""
100181,1033618,Gulf of Gabes,""
100346,1033619,Gulf of Gabes,""
100138,1033621,Gulf of Gabes,""
53432,1033625,Tunisian coast,""
100166,1033644,"Sousse, Cap Bon",""
1121,1033650,Sfax to Kerkennah,""
100574,1033651,Gulf of Gabes,""
50515,1033652,Gulf of Tunis,""
100324,1033657,Iskenderun Bay to Mersin,""
100428,1033659,Iskenderun Bay to Mersin,""
100862,1033660,Iskenderun Bay to Antalya,""
100425,1033661,"Levantine, Aegean coast to Kusadasi",""
100365,1033662,Levantine coast to Bodrum,""
100087,1033664,"Levantine, Aegean coast to Kusadasi",""
100861,1033665,Levantine coast to Bodrum,""
100073,1033667,Iskenderun to Antalya,""
101166,1033668,Iskenderrun Bay,""
100035,1033669,Levantine coast,""
100503,1033670,Yumurtalik to Antalya,""
100978,1033671,Iskenderun Bay to Antalya,""
100979,1033672,Iskenderun Bay to Antalya,""
100704,1033673,Levantine coast to Bodrum,""
100530,1033675,"Levantine, Aegean coast to Gokceada I.",""
100901,1033677,Iskenderun Bay to Antalya,""
100902,1033678,Iskenderun Bay to Mersin,""
100814,1033679,Iskenderun Bay to Antalya,""
100669,1033681,Iskenderun Bay to Mersin,""
100148,1033682,Iskenderun Bay to Mersin,""
100878,1033683,"Levantine, Aegean coasts",""
100877,1033684,"Levantine, Aegean coasts",""
100868,1033685,Iskenderun to Mersin,""
100279,1033686,Iskenderun Bay to Mersin,""
100913,1033687,"Levantine, aegean coasts",""
100493,1033688,"Levantine, Aegean coast to Kusadasi",""
100309,1033692,Mersin,""
100966,1033694,Iskenderun Bay to Antalya,""
100181,1033697,Iskenderun to Bodrum,""
100828,1033698,Mersin,""
100364,1033700,Mersin,""
100920,1033708,Iskenderun to Fethiye,""
100819,1033709,Iskenderun to Fethiye,""
100344,1033712,Iskenderun to Antalya,""
50553,1033714,"Gokceada, Bvozaada, Erdemli",""
100993,1033715,Iskenderun,""
100994,1033716,Iskenderun to Antalya,""
100212,1033718,Gulf of Iskenderun & Tasucu,""
100023,1033732,Mersin to Antalya,""
100277,1033733,Mersin to Antalya,""
100821,1033734,Mersin to Antalya,""
100137,1033735,"Iskenderun, Antalya",""
100418,1033736,Antalya to Izmir,""
100138,1033738,Antalya to Izmir,""
100667,1033739,Antalya,""
100333,1033740,Antalya,""
100334,1033741,"Antalya, Datca",""
100072,1033742,Iskenderun,""
100930,1033743,Antalya,""
100468,1033745,Mersin to Antalya,""
100311,1033746,Antalya,""
100560,1033747,Mersin to Antalya,""
100366,1033748,Antalya,""
100051,1033750,Marmara,""
100053,1033751,Iskenderun,""
100128,1033752,Iskenderun to Antalya,""
100294,1033756,Iskenderun,""
53432,1033757,Iskenderun to Bodrum,""
100548,1033758,Iskenderun to Antalya,""
100908,1033759,Iskenderun to Antalya,""
100372,1033766,Iskenderun Bay,""
50554,1033769,"Aegean coast, Marmara",""
100874,1033773,Iskenderun to Antalya,""
100561,1033776,Mediterranean coast,""
100566,1033777,Antalya,""
100567,1033778,Antalya,""
100963,1033782,Iskenderun to Antalya,""
100044,1033786,Yumurtalik to Mersin,""
100045,1033787,Yumurtalik to Mersin,""
100515,1033789,Iskenderun to Antalya,""
100600,1033790,Iskenderun,""
50531,1033792,"Levantine, Aegean and Maramara Sea",""
100191,1033793,Mediterranean coast,""
100192,1033794,Iskenderun to Mersin,""
100782,1033795,Iskenderun to Mersin,""
100946,1033796,Mediterranean coast,""
100085,1033798,Mediterranean coast,""
100543,1033801,Off Yumurtalik,""
100347,1033802,Iskenderun to Mersin,""
100158,1033804,Iskenderun to Fethiye,""
50124,1033807,"Mugla, Antalya prov.",""
