idspecies,CN_name,CN_language,CN_sourceid
"17106","Parastä klava","Latvian",
"17109","Fläckig munkhätta","Swedish",
"17109","Flekkmunkehette","Norwegian",
"17109","Gewone esdoorn","Dutch",
"17109","Gravmyrt","Norwegian",
"17109","hacer","Portuguese",
"17109","Kalmojuuri ","Finnish",
"17109","Kalmus ","Danish",
"17109","Kalmus","Swedish",
"17109","Kalmusrot ","Norwegian",
"17109","Kalnu klava","Latvian",
"17109","Kalnu klava 'Purpurascens'","Latvian",
"17109","Liden Singrøn","Danish",
"17109","mägivaher","Estonian",
"17109","Pikkutalvio","Finnish",
"17109","Platanalapis klevas","Lithuanian",
"17109","plátano-bastardo","Portuguese",
"17109","plátano-bastardo","Spanish",
"17109","Plettet Ingefær","Danish",
"17109","Stickkörvel","Swedish",
"17109","Sycamore","English",
"17109","Vintergröna","Swedish",
"17113","Érable argenté","French",
"17113","Érable de Virginie","French",
"17113","ezüst juhar","Hungarian",
"17113","javor stříbrný","Czech",
"17113","Klon srebrzysty","Polish",
"17113","Silber-Ahorn","German",
"17113","Silver Maple","English",
"17117","Zucker-Ahorn","German",
"17119","tatari vaher","Estonian",
"17119","Tatärijas klava","Latvian",
"17119","Totorinis klevas","Lithuanian",
"17120","Dodonaea dvika","Hebrew (western characters)",
"17120","דודוני","Hebrew (Hebrew characters)",
"17132","Blasenesche","German",
"17132","bugás csörgőfa","Hungarian",
"17132","jaseňovec metlinatý","Czech",
"17132","Pride-of-India","English",
"17137","sárgaszarvfa","Hungarian",
"17142","Aucuba","French",
"17142","Aucuba du Japon","French",
"17142","baltais grimonis ","Latvian",
"17142","baltais grimonis cv.","Latvian",
"17142","japán babérsom","Hungarian",
"17142","Spotted-laurel","English",
"17142","svíb biely","Czech",
"17160","Cornouiller blanc","French",
"17160","Dereń biały","Polish",
"17160","fehér som","Hungarian",
"17160","Tatarischer Hartriegel","German",
"17160","White Dogwood","English",
"17166","Cornelian-cherry","English",
"17166","Gelber Hornstrauch","German",
"17166","Kornelkirsche","German",
"17166","Tierlibaum","German",
"17173","atvasainais grimonis","Latvian",
"17173","atvasainais grimonis cv. ","Latvian",
"17173","Corniolo serico","Italian",
"17173","Cornouiller","French",
"17173","Cornouiller soyeux","French",
"17173","Red-osier dogwood","English",
"17173","Seidiger Hornstrauch","German",
"17173","svída výběžkatá","Czech",
"17173","tarackos som","Hungarian",
"17173","Weißer Hartriegel","German",
"17190","New Zealand Broadleaf","English",
"17194","Deutzia","English",
"17194","Deutzia","French",
"17194","Deutzie","German",
"17194","érdeslevelű gyöngyvirágcserje","Hungarian",
"17194","trojpuk drsný","Czech",
"17200","Wald-Hortensie","German",
"17202","Garten-Hortensie","German",
"17202","Hortensia","French",
"17202","hortênsia","Portuguese",
"17202","hortensias","Spanish",
"17202","Hydrangea","English",
"17202","novelão","Portuguese",
"17202","novelos","Spanish",
"17213","Falscher Jasmin","German",
"17213","filadelfos","Portuguese",
"17213","Gewöhnlicher Pfeifenstrauch","German",
"17213","Mock-orange","English",
"17213","pajazmín vencový","Czech",
"17213","pompás jezsámen","Hungarian",
"17213","pustoryl věncový","Czech",
"17213","Seringa commun","French",
"17213","Seringa en couronne","French",
"17213","Seringat commun","French",
"17213","Seringat en couronne","French",
"17213","silindra","Portuguese",
"17218","pajazmín širokolistý","Czech",
"17222","Flaum-Pfeifenstrauch","German",
"17226","Arbousier de Chypre","French",
"17226","Arbousier grec","French",
"17227","Große Lavendelheide ","German",
"17229","Pirole tachetée","French",
"17230","Chimaphile en ombelle","French",
"17230","Pirole en ombelle","French",
"17232","medronheiro","Spanish",
"17232","Strawberry-tree","English",
"17235","Rhododendron intermédiaire","French",
"17238","Rhododendron","French",
"17241","St Dabeoc's Heath","English",
"17243","Różanecznik alpejski","Polish",
"17249","Gelbe Alpenrose","German",
"17249","Pontische Azalee","German",
"17249","Yellow Azalea","English",
"17253","Rhododendron","French",
"17261","Pontische rododendron","Dutch",
"17261","Rhododendron","English",
"17263","Rhododendron d'Andalousie","French",
"17265","Pirole unilatérale","French",
"17265","Pyrole unilatérale","French",
"17271","Callune","French",
"17271","leiva","Spanish",
"17271","queiró","Spanish",
"17271","rapa","Spanish",
"17279","Kultur-Heidelbeere","German",
"17279","Strauch-Heidelbeere","German",
"17283","Tree Heath","English",
"17289","Irish Heath","English",
"17294","Blueberry","English",
"17294","Trosbosbes","Dutch",
"17296","Portuguese Heath","English",
"17298","American Cranberry","English",
"17298","Großfrüchtige Moosbeere","German",
"17298","Grote veenbes","Dutch",
"17298","lielaugļu dzērvenes ","Latvian",
"17303","Bezemdophei","Dutch",
"17304","Corsican Heath","English",
"17306","Glocken-Schneeheide","German",
"17317","Prickly Heath","English",
"17319","Checkerberry","English",
"17321","Palommier","French",
"17321","Shallon","English",
"17323","Schmalblatt-Lorbeerrose","German",
"17323","Schmalblättrige Lorbeerrose","German",
"17323","Sheep-laurel","English",
"17325","Mountain-laurel","English",
"17327","Bog-laurel","English",
"17329","Grönländischer Porst","German",
"17332","Labrador-tea","English",
"17336","Kaki","French",
"17336","Plaqueminier","French",
"17336","Trabzon Hurmasi","Turkish",
"17341","Albero di S. Andrea","Italian",
"17341","Falso loto","Italian",
"17341","mandzsu datolyaszilva","Hungarian",
"17341","Plaqueminier d'Italie","French",
"17341","Plaqueminier du Levant","French",
"17341","Plaqueminier Lotier","French",
"17341","Prunier-dattier","French",
"17349","Actinidia","French",
"17349","Kiwi","Italian",
"17353","Balfour-Springkraut","German",
"17353","Balfours Springkraut","German",
"17353","Balfour’s impatiens","English",
"17353","Balsamina di Balfour","Italian",
"17353","Balsamine de Balfour","French",
"17353","Impatiente de Balfour","French",
"17353","Impatiente des jardins","French",
"17353","Impaziente di Balfour","Italian",
"17353","Matild-nebáncsvirág","Hungarian",
"17353","netýkavka Balfourova","Czech",
"17360"," kerti nebáncsvirág","Hungarian",
"17360","Balsamina","Italian",
"17360","Balsamine","French",
"17360","Balsamine","German",
"17360","fájvirág","Hungarian",
"17360","netýkavka balzamina","Czech",
"17362","Balsamine du Cap","French",
"17362","Balsamine orangée","French",
"17362","Impatiente du Cap","French",
"17362","Impatiente orangée","French",
"17362","Niecierpek przylądkowy","Polish",
"17362","Orange Balsam","English",
"17362","Orangefarbenes Springkraut","German",
"17362","Oranje springzaad","Dutch",
"17367","Backsmultron","Swedish",
"17367","Bakke-Jordbær","Danish",
"17367","Balsamina ghiandolosa","Italian",
"17367","Balsamine de l'Himalaya","French",
"17367","Balsamine géante","French",
"17367","bíbor nebáncsvirág","Hungarian",
"17367","Bitinė sprigė","Lithuanian",
"17367","Druesiges Springkraut","German",
"17367","Drüsen-Springkraut","German",
"17367","Drüsiges Springkraut","German",
"17367","Hage-Jordbær","Norwegian",
"17367","Have-Jordbær","Danish",
"17367","Himalayan balsam","English",
"17367","Impatiente glanduleuse","French",
"17367","Impaziente ghiandulosa","Italian",
"17367","Indian Balsam","English",
"17367","Indisches Springkraut","German",
"17367","Jordgubbe","Swedish",
"17367","Karvamansikka","Finnish",
"17367","Moskusjordbær","Norwegian",
"17367","Nakkebær","Norwegian",
"17367","netýkavka žláznatá","Czech",
"17367","Niecierpek gruczołowaty","Polish",
"17367","Parksmultron","Swedish",
"17367","puķu sprigane","Latvian",
"17367","Puutarhamansikka","Finnish",
"17367","Reuzenbalsemien","Dutch",
"17367","Scharlakanssmultron","Swedish",
"17367","Spansk Jordbær","Danish",
"17367","Ukkomansikka","Finnish",
"17367","verev lemmalts","Estonian",
"17376","Amerikahumleblom","Norwegian",
"17376","Amerikansk Nejlikrot","Swedish",
"17376","Amerikansk Nellikerod","Danish",
"17376","Apal","Norwegian",
"17376","Apel","Swedish",
"17376","Balsamina minore","Italian",
"17376","Balsamine à petites fleurs","French",
"17376","Bärapel","Swedish",
"17376","Idänkellukka ","Finnish",
"17376","Impatiente à petites fleurs","French",
"17376","Impaziente a fiori piccoli","Italian",
"17376","Japaninkellukka","Finnish",
"17376","kisvirágú nebáncsvirág","Hungarian",
"17376","Klein springzaad","Dutch",
"17376","Kleines Springkraut","German",
"17376","netýkavka malokvětá","Czech",
"17376","Niecierpek drobnokwiatowy","Polish",
"17376","Russhumleblom","Norwegian",
"17376","Rysk nejlikrot","Swedish",
"17376","sīkziedu sprigane","Latvian",
"17376","Small balsam","English",
"17376","Smallflower touchmenot","English",
"17376","Smulkiažiedė sprigė","Lithuanian",
"17376","Sød-Æble","Danish",
"17376","Tarhaomenapuu","Finnish",
"17376","väikeseõiene lemmalts","Estonian",
"17378","netýkavka drsná","Czech",
"17382"," vízifukszia","Hungarian",
"17382","Balsamine","French",
"17382","törpe nebáncsvirág","Hungarian",
"17388","Collomia","French",
"17388","Collomia à grandes fleurs","French",
"17388","Großblumige Leimsaat","German",
"17388","nagyvirágú gallérvirág","Hungarian",
"17388","slizatka velkokvětá","Czech",
"17393","Collomia lineare","Italian",
"17398","fejecskés gomolyvirág","Hungarian",
"17403","gilia trojfarebná","Czech",
"17403","tarka gomolyvirág","Hungarian",
"17407","egynyári lángvirág","Hungarian",
"17407","plamenica Drummondova","Czech",
"17407","plamenka Drummondova","Czech",
"17407","Stauden-Phlox","German",
"17411","Phlox","English",
"17411","plamenica metlinatá","Czech",
"17411","plamenka latnatá","Czech",
"17411","Rispige Flammenblume","German",
"17411","Šluotelinis flioksas","Lithuanian",
"17411","Stauden-Phlox","German",
"17413","plamenka šídlolistá","Czech",
"17413","Polster-Phlox","German",
"17416","kék csatavirág","Hungarian",
"17416","zil","Latvian",
"17421","Acker-Gauchheil","German",
"17421","drchni","Czech",
"17437","Blue Pimpernel","English",
"17437","drchni","Czech",
"17437","zil","Latvian",
"17445","Mouron de Monnellus","French",
"17451","pochybek prodloužený","Czech",
"17454","Großer Mannsschild","German",
"17454","milzu vairodzene ","Latvian",
"17454","pochybek největší","Czech",
"17455","Rades vairodzene","Latvian",
"17456","Eastern Sowbread","English",
"17460","borostyánlevelű ciklámen","Hungarian",
"17460","Sowbread","English",
"17464","Cyclamen de Perse","French",
"17468","Spring Sowbread","English",
"17470","Water violet","English",
"17472","Fringed Loosestrife","English",
"17480","Dotted Loosestrife","English",
"17480","Lysimaque ponctuée","French",
"17480","Punktierter Gilbweiderich","German",
"17480","Tojeść kropkowana","Polish",
"17480","vrbina te","Czech",
"17484","Lake Loosestrife","English",
"17486","Auricula","English",
"17488","diž","Latvian",
"17489","Tibetan Cowslip","English",
"17492","Japanese Cowslip","English",
"17495","Primevère officinale","French",
"17495","Primevère vraie","French",
"17496","prvosenka bezlodyšná","Czech",
"17496","varretu priimula","Estonian",
"17503","Aliboufier","French",
"17503","Aliboufier officinal","French",
"17503","estoraque","Portuguese",
"17503","estoraque-sólido","Portuguese",
"17504","Braunrote Schlauchpflanze","German",
"17504","Pitcherplant","English",
"17504","Sarracénie pourpre","French",
"17510","Acker-Meier","German",
"17510","Blue Woodruff","English",
"17510","marinka rolná","Czech",
"17510","mařinka rolní","Czech",
"17510","põld-varjulill","Estonian",
"17514","keleti müge","Hungarian",
"17514","mařinka východní","Czech",
"17514","Orient-Meister","German",
"17519","Pink Woodruff","English",
"17521","Aspérule des teinturiers","French",
"17521","Aspérule tinctoriale","French",
"17524","Tree Bedstraw","English",
"17529","széleslevelű szálkanyak","Hungarian",
"17530","kail","Latvian",
"17530","skropstain","Latvian",
"17531","skropstain","Latvian",
"17544","False Cleavers","English",
"17544","Grünblütiges Labkraut","German",
"17544","lipkavec pochybný","Czech",
"17544","svízel pochybný","Czech",
"17564","heverő galaj","Hungarian",
"17567","Kleinblütiges Wiesen-Labkraut","German",
"17579","Pariser Labkraut","German",
"17579","svízel pařížský","Czech",
"17595","Gaillet fausse Garance","French",
"17595","rubiju madara","Latvian",
"17595","svízel mořenovitý","Czech",
"17595","värvipuu-madar","Estonian",
"17597","Rotes Labkraut","German",
"17599","lipkavec hercýnsky","Czech",
"17604","meža madara","Latvian",
"17607","Corn Cleavers","English",
"17607","Dreihörniges Labkraut","German",
"17607","Gaillet à trois cornes","French",
"17607","Gaillet à trois pointes","French",
"17607","lipkavec trojrohý","Czech",
"17607","svízel trojrohý","Czech",
"17617","Anis-Labkraut","German",
"17617","svízel bradav","Czech",
"17617","szemölcsös galaj*","Hungarian",
"17617","Warzen-Labkraut","German",
"17627","Gaillet verticillé","French",
"17629","Caille-lait jaune","French",
"17629","Gaillet jaune","French",
"17629","Gaillet vrai","French",
"17639","Baldriangesicht","German",
"17639","Caucasian Crosswort","English",
"17642","Garance des teinturiers","French",
"17642","granza","Portuguese",
"17642","Krapp","German",
"17642","marena farbiarska","Czech",
"17642","Meekrap","Dutch",
"17642","mořena barvířská","Czech",
"17642","ruiva-dos-tintureiros","Portuguese",
"17642","tintória","Portuguese",
"17644","Ackerroete","German",
"17644","Ackerröte","German",
"17644","bra","Czech",
"17644","madarik","Estonian",
"17644","rolnica rolná","Czech",
"17644","tīruma šerardija","Latvian",
"17655","Willow Gentian","English",
"17659","Trumpet Gentian","English",
"17661","hořec žlutý","Czech",
"17668"," görögtekercs","Hungarian",
"17668","Bourreau-des-arbres","French",
"17668","görög fatekercs","Hungarian",
"17668","Griechische Baumschlinge","German",
"17671","Zwarte engbloem","Dutch",
"17675","Oljandru","Maltese",
"17681","Idänpernaruoho","Finnish",
"17681","Jäykkäpernaruoho ","Finnish",
"17681","Orientalsk Vejsennep ","Danish",
"17681","Orientsenap","Swedish",
"17681","Orientsennep ","Norwegian",
"17681","Rank Vejsennep","Danish",
"17681","Rohtopernaruoho","Finnish",
"17681","Stivsennep","Norwegian",
"17681","Styvsenap","Swedish",
"17681","Ussurisenap","Swedish",
"17681","Vägsenap","Swedish",
"17681","Vegsennep ","Norwegian",
"17684","Arugia macsifa","Hebrew (western characters)",
"17684","fysianthos","Greek",
"17684","Kapok","French",
"17684","planta cruel","Spanish",
"17684","sumaúma","Spanish",
"17684","sumaúma-bastarda","Portuguese",
"17686","algodoeiro-falso","Spanish",
"17686","paina-de-seda","Portuguese",
"17686","sedas","Spanish",
"17686","sumaúma-bastarda","Spanish",
"17691","algodoncillo","Spanish",
"17691","asclépias","Portuguese",
"17691","calentura","Spanish",
"17691","corcalito","Spanish",
"17691","flor de la bandera española","Spanish",
"17691","flor de la seda","Spanish",
"17691","flor de sangre","Spanish",
"17691","flor-de-sangue","Portuguese",
"17691","oficial-da-sala","Portuguese",
"17691","Pianta dei pappagallini","Italian",
"17691","planta-da-seda","Portuguese",
"17691","turbinto","Spanish",
"17691","viborán","Spanish",
"17692","algodoncillo","Spanish",
"17692","árbol de la seda","Spanish",
"17692","arbre de la seda","Spanish",
"17692","arquell de Síria","Spanish",
"17692","árvore-da-seda","Spanish",
"17692","cotoner","Spanish",
"17692","falso-algodoeiro","Portuguese",
"17692","Faux Cotonnier","French",
"17692","flor de dragó","Spanish",
"17692","mata de la seda","Spanish",
"17692","seder","Spanish",
"17692","Strauch-Seidenpflanze","German",
"17692","sumaúma-bastarda","Portuguese",
"17716","Albero della seta","Italian",
"17716","Asclépiade de Syrie","French",
"17716","Common milkweed","English",
"17716","Gewöhnliche Seidenpflanze","German",
"17716","glejovka americká","Czech",
"17716","Herbe à la ouate","French",
"17716","klejich hedvábná","Czech",
"17716","közönséges selyemkóró","Hungarian",
"17716","Lino d'India","Italian",
"17716","Lino d’India","Italian",
"17716","Plante à la ouate","French",
"17716","Seidenpflanze","German",
"17716","Sirinis klemalis","Lithuanian",
"17716","Syrische Seidenpflanze","German",
"17716","Trojeść amerykańska","Polish",
"17716","Zijdeplant","Dutch",
"17721","széleslevelű csillagmeténg","Hungarian",
"17727","alcandórea","Spanish",
"17727","barredora","Spanish",
"17727","flor de muerto","Spanish",
"17727","hierba doncella de hoja ancha","Spanish",
"17727","Intermediate Periwinkle","English",
"17727","jazmines de burro","Spanish",
"17727","jazminicos","Spanish",
"17727","pervinca","Spanish",
"17733","congossa","Spanish",
"17733","congossa-maior","Portuguese",
"17733","Grande Pervenche","French",
"17733","Greater Periwinkle","English",
"17733","Großes Immergrün","German",
"17733","Grosses Immergruen","German",
"17733","liel","Latvian",
"17733","nagy meténg","Hungarian",
"17733","pervinca","Spanish",
"17733","pervinca-maior","Portuguese",
"17733","vinga","Greek",
"17738","Åkergull","Norwegian",
"17738","Åkerkårel","Swedish",
"17738","congossa-menor","Portuguese",
"17738","Dagfiol","Norwegian",
"17738","Gyldenlak-Hjørneklap","Danish",
"17738","Hesperis","Swedish",
"17738","Illakko","Finnish",
"17738","Kleines Immergrün","German",
"17738","Lesser Periwinkle","English",
"17738","maz","Latvian",
"17738","Mažoji žiemė","Lithuanian",
"17738","Peltoukonnauris","Finnish",
"17738","pervinca-menor","Portuguese",
"17738","Petite Pervenche","French",
"17738","Rysskårel","Swedish",
"17738","Storkårel","Swedish",
"17738","Vellugtende Aftenstjerne","Danish",
"17742","Zwerg-Mazus","German",
"17747","Monkeyflowers","English",
"17749","Coppery Monkeyflower","English",
"17763","Hybrid Monkeyflower","English",
"17770","Kupferrote Gauklerblume","German",
"17774","Gefleckte Gauklerblume","German",
"17774","Gelbe Gauklerblume","German",
"17774","Gele maskerbloem","Dutch",
"17774","Geltonžiedis puikūnas","Lithuanian",
"17774","kejklířka skvrnitá","Czech",
"17774","kollane pärdiklill","Estonian",
"17774","Kroplik żółty","Polish",
"17774","l","Latvian",
"17774","Mimolo macchiato","Italian",
"17774","Mimule tacheté","French",
"17774","Monkeyflower","English",
"17774","sárga bohócvirág","Hungarian",
"17782","Blood-drop-emlets","English",
"17788","amores-do-brasil","Spanish",
"17788","kejklířka pižmová","Czech",
"17788","Kroplik piżmowy","Polish",
"17788","Mimule musqué","French",
"17788","Moschus-Gauklerblume","German",
"17788","Musk","English",
"17788","muskus-pärdiklill","Estonian",
"17796","Large-flowered Butterwort","English",
"17797","bublinatka pĺuzgierkatá","Czech",
"17799","törpe rence","Hungarian",
"17813","Amsinckie","French",
"17813","Grémil","French",
"17813","Scarce Fiddleneck","English",
"17819","Amsinckia","Dutch",
"17819","Common Fiddleneck","English",
"17819","Dvärgmandel","Swedish",
"17819","Grémil à petites fleurs","French",
"17819","sīkziedu amzinkija","Latvian",
"17819","Smulkiažiedė amsinkija","Lithuanian",
"17819","väike karusilm","Estonian",
"17824","Flikig femfingerört","Swedish",
"17824","Hopeahanhikki","Finnish",
"17824","Liten femfingerört","Swedish",
"17824","Smal femfingerört","Swedish",
"17824","Stor femfingerört","Swedish",
"17824","Sølv-Potentil","Danish",
"17824","Sølvmure","Norwegian",
"17830","Acker-Krummhals","German",
"17830","Bugloss","English",
"17830","Glanshägg","Swedish",
"17830","Hapankirsikka","Finnish",
"17830","Kirsebær","Norwegian",
"17830","Körsbärsplommon","Swedish",
"17830","Mahaleb","Norwegian",
"17830","prhlica rolná","Czech",
"17830","Sur-Kirsebær","Danish",
"17830","Surkörsbär","Swedish",
"17830","Vejksel","Swedish",
"17830","Weichsel","Danish",
"17837","Buglosse des champs","French",
"17837","Petit Buglosse","French",
"17837","prlina rolní pravá","Czech",
"17841","buglossa-do-norte","Portuguese",
"17841","Buglosse ovale","French",
"17841","Eiblatt-Krummhals","German",
"17841","prlina rolní východní","Czech",
"17853","Blomme","Danish",
"17853","Garden Anchusa","English",
"17853","Italienische Ochsenzunge","German",
"17853","Kreke","Norwegian",
"17853","Kriikunapuu","Finnish",
"17853","Krikon","Swedish",
"17853","Kræge","Danish",
"17853","Luumupuu","Finnish",
"17853","Päärynäpuu","Finnish",
"17853","Päron","Swedish",
"17853","pilát modrý","Czech",
"17853","Plomme","Norwegian",
"17853","Plommon","Swedish",
"17853","Pære","Danish",
"17853","Pæretre","Norwegian",
"17853","Virginiahägg","Swedish",
"17859","Barrelier-Ochsenzunge","German",
"17859","False Alkanet","English",
"17863","Buglosse","French",
"17864","Buglosse jaunâtre","French",
"17864","Geelwitte ossentong","Dutch",
"17864","Gelblichweiße Ochsenzunge","German",
"17864","Yellow Alkanet","English",
"17868","Alkanet","English",
"17868","Buglosse officinale","French",
"17868","Daggros","Swedish",
"17868","Doggrose","Norwegian",
"17868","Echte Ochsenzunge","German",
"17868","Gemeine Ochsenzunge","German",
"17868","Gewöhnliche Ochsenzunge","German",
"17868","Japansk klätterros","Swedish",
"17868","Juhannusruusu","Finnish",
"17868","Klit-Rose","Danish",
"17868","Kobber-Rose","Danish",
"17868","Kurttulehtiruusu ","Finnish",
"17868","Mangeblomstret Rose ","Danish",
"17868","pilát lékařský","Czech",
"17868","Pimpinellros","Swedish",
"17868","Punalehtiruusu","Finnish",
"17868","Rynkeros","Norwegian",
"17868","Rynket Rose ","Danish",
"17868","Småklatrerose","Norwegian",
"17868","Trollnype","Norwegian",
"17868","Vresros","Swedish",
"17882","Sibirinė arguzija","Lithuanian",
"17886","Bustnype","Norwegian",
"17886","Damascenerros","Swedish",
"17886","gulošä skarbene","Latvian",
"17886","Kamtjatkaros","Swedish",
"17886","Madwort","English",
"17886","Maj-Rose","Danish",
"17886","Metsäruusu","Finnish",
"17886","ostrolist poléhavý","Czech",
"17886","Plommonros","Swedish",
"17886","Scharfkraut","German",
"17886","Schlangenäuglein","German",
"17886","Spansk Hyben-Rose","Danish",
"17886","Tornedalsros","Swedish",
"17889","Armeniskt björnbär ","Swedish",
"17889","Borage","English",
"17889","borák lékařský","Czech",
"17889","Boretsch","German",
"17889","Borretsch","German",
"17889","Borstbjörnbär ","Swedish",
"17889","brutnák lékařský","Czech",
"17889","Echter Borretsch","German",
"17889","Gurkenkraut","German",
"17889","harilik kurgirohi","Estonian",
"17889","Hodan","Turkish",
"17889","kerti borágó","Hungarian",
"17889","Sammetsbjörnbär","Swedish",
"17889","Smalbjörnbär","Swedish",
"17889","Vaistinė agurklė","Lithuanian",
"17893","Slender Borage","English",
"17896","brunera velkolistá","Czech",
"17896","Great Forget-me-not","English",
"17896","Großblättriges Kaukasus-Vergissmeinnicht","German",
"17896","Gul fingerborgsblomma","Swedish",
"17896","Kaukasusvergissmeinnicht","German",
"17896","kaukázusi-nefelejcs","Hungarian",
"17896","Keltasormustinkukka","Finnish",
"17896","pomněnkovec velkolistý","Czech",
"17896","Stambialapė brunera","Lithuanian",
"17906","Acker-Steinsame","German",
"17906","Äkta pimpinell","Swedish",
"17906","Bibernelle","Danish",
"17906","Bibernelle, Vingefrøet Bibernelle","Danish",
"17906","Field Gromwell","English",
"17906","Gaffelmure","Norwegian",
"17906","Kaksiliuskahanhikki ","Finnish",
"17906","kamienkovec rolný","Czech",
"17906","Pihlaja-angervo","Finnish",
"17906","Pikkuluppio","Finnish",
"17906","Pimpernell","Norwegian",
"17906","Rognspirea","Norwegian",
"17906","Rönnspirea","Swedish",
"17906","Spetsfingerört","Swedish",
"17906","Tusindtop","Danish",
"17906","Vingpimpinell","Swedish",
"17925","liel","Latvian",
"17926","Kleine Wachsblume","German",
"17926","maz","Latvian",
"17926","voskovka menší","Czech",
"17933","bársonyos ebnyelvűfű","Hungarian",
"17933","Bergumsbjörnbär ","Swedish",
"17933","Flikbjörnbär ","Swedish",
"17933","Storbjörnbär","Swedish",
"17936","csíkoltszirmú ebnyelvűfű","Hungarian",
"17941","Almindelig Brombær","Danish",
"17941","Norskt björnbär","Swedish",
"17941","Nutkahallon","Swedish",
"17941","Poimuvatukka","Finnish",
"17941","Sötbjörnbär","Swedish",
"17941","Søtbjønnbær","Norwegian",
"17941","Taggbjörnbär","Swedish",
"17944","Hoher Natternkopf","German",
"17945","Giant Viper's-bugloss","English",
"17947","Purple Viper's-bugloss","English",
"17947","útifűlevelű kígyószisz","Hungarian",
"17947","Wegerich-Natternkopf","German",
"17952","Vipérine","French",
"17953","Vipérine","French",
"17955","Blodtopp","Norwegian",
"17955","Blodtopp","Swedish",
"17955","Gråpimpinell","Swedish",
"17955","hadinec obecný","Czech",
"17955","Læge-Kvæsurt ","Danish",
"17955","Prunkhallon","Swedish",
"17955","Punaluppio ","Finnish",
"17955","Vipérine commune","French",
"17957","Eliotropio purpureo","Italian",
"17957","Héliotrope","French",
"17958","Eliotropio del Perù","Italian",
"17960","Eliotropio marino","Italian",
"17960","Héliotrope de Curaçao","French",
"17960","tornassol-sem-pêlos","Portuguese",
"17960","verrucária-sem-pêlos","Portuguese",
"17960","verruguera","Spanish",
"17964","Héliotrope","French",
"17966","Kūginis heliotropas","Lithuanian",
"17971","Europäische Sonnenwende","German",
"17971","oto","Czech",
"17971","Sonnenwendkraut","German",
"17976","koldustetűfaj","Hungarian",
"17978","kónya koldustetű","Hungarian",
"17981","Ausgebreiteter Igelsame","German",
"17981","Bardanette étalée","French",
"17981","berzedt mizsót","Hungarian",
"17981","strošek rozkladitý","Czech",
"17994","Bur Forget-me-not","English",
"17994","ežadatu lipene","Latvian",
"17994","Kletten-Igelsame","German",
"17994","strošek pomněnkový","Czech",
"18012","Meadow-foam","English",
"18018","kamejka rolní pravá","Czech",
"18020","Aksel-Røn","Danish",
"18020","Balkanoxel","Swedish",
"18020","Bergoxel","Swedish",
"18020","Oxel","Swedish",
"18020","Ruotsinpihlaja","Finnish",
"18020","Selje-Røn","Danish",
"18020","Svensk asal","Norwegian",
"18020","Sølvasal","Norwegian",
"18020","Vitoxel","Swedish",
"18022","mezei gyöngyköles alfaja","Hungarian",
"18029","mertenzia sibírska","Czech",
"18042","Bredspirea","Swedish",
"18042","Häckspirea","Swedish",
"18042","Kvastspirea","Swedish",
"18044","Blekspirea","Swedish",
"18044","Field Forget-me-not","English",
"18044","Indisk rönnspirea","Swedish",
"18044","Klasespirea","Swedish",
"18044","pomněnka rolní","Czech",
"18044","Rosettwaldsteinia","Swedish",
"18044","Storspirea","Swedish",
"18044","Torpspirea","Swedish",
"18055","Hvid Snerre","Danish",
"18055","Kal korsmåra","Swedish",
"18055","Korsmåra","Swedish",
"18055","Nurmimatara","Finnish",
"18055","Paimenmatara","Finnish",
"18055","Park-Snerre","Danish",
"18055","Parkmåra","Swedish",
"18055","Parkmaure","Norwegian",
"18055","raib","Latvian",
"18055","Stormaure","Norwegian",
"18055","Storsmåra","Swedish",
"18055","Waldsteinia","Swedish",
"18061","Gles gulmåra","Swedish",
"18061","Gotlandsmåra","Swedish",
"18061","Kystmaure","Norwegian",
"18061","Lyng-Snerre","Danish",
"18061","Nummimatara","Finnish",
"18061","Peltomatara","Finnish",
"18061","Rundbladet Snerre","Danish",
"18061","Rundmaure","Norwegian",
"18061","Småklengjemaure","Norwegian",
"18061","Småsnärjmåra","Swedish",
"18061","Stenmåra","Swedish",
"18061","Sump-Snerre","Danish",
"18061","Sumpmåra","Swedish",
"18061","Uægte Burre-Snerre","Danish",
"18066","Balsampoppel","Norwegian",
"18066","Balsampoppel","Swedish",
"18066","Gråpoppel","Swedish",
"18066","Hopeapoppeli ","Finnish",
"18066","Hvidpil","Danish",
"18066","Kvitpil","Norwegian",
"18066","Palsamipoppeli","Finnish",
"18066","Silverpoppel","Swedish",
"18066","Sølv-Poppel ","Danish",
"18066","Sølvpoppel","Norwegian",
"18066","Valkopaju","Finnish",
"18066","Vitpil","Swedish",
"18072","Bånd-Pil","Danish",
"18072","Knäckepil","Swedish",
"18072","Korgpil","Norwegian",
"18072","Korgvide","Swedish",
"18072","Koripaju","Finnish",
"18072","meža neaizmirstule","Latvian",
"18072","Mustuvapaju","Finnish",
"18072","Punapaju","Finnish",
"18072","Purpur-Pil","Danish",
"18072","Raudpil","Norwegian",
"18072","Rödvide","Swedish",
"18072","Salava","Finnish",
"18072","Skjørpil","Norwegian",
"18072","Skørpil","Danish",
"18072","Sort Pil","Danish",
"18072","Svartvide","Swedish",
"18072","Svartvier","Norwegian",
"18075","Gelb-Runzelnüsschen","German",
"18075","Nonnea gialla","Italian",
"18075","ostreň žltý","Czech",
"18075","pipla žlutá","Czech",
"18075","sárga apácavirág","Hungarian",
